Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Morphessor_Scores,Reading_Time,Accuracy
mime,W,4,"['mi', 'me']",1,0.5,21.0,591.68,0.95
mimed,W,5,"['mi', 'med']",1,0.6,21.61,726.75,0.85
mimes,W,5,"['mi', 'mes']",1,0.6,23.22,648.12,0.87
mimic,W,5,['mimic'],0,0.8,12.52,556.16,0.92
mimicked,W,8,"['mimic', 'k', 'ed']",2,0.62,28.3,668.26,0.92
mimics,W,6,"['mimic', 's']",1,0.67,18.77,614.12,0.89
miming,W,6,"['m', 'im', 'ing']",2,0.5,25.27,724.33,0.9
mince,W,5,"['minc', 'e']",1,0.6,19.67,573.47,1.0
minced,W,6,"['minc', 'ed']",1,0.67,20.77,595.49,0.95
mincemeat,W,9,"['minc', 'e', 'meat']",2,0.67,30.17,681.79,0.98
mincer,W,6,"['minc', 'er']",1,0.67,20.17,649.61,0.84
mincing,W,7,"['minc', 'ing']",1,0.71,20.24,674.42,0.88
mind,W,4,['mind'],0,0.75,10.82,529.4,1.0
minded,W,6,"['mind', 'ed']",1,0.67,18.6,650.21,1.0
minder,W,6,"['mind', 'er']",1,0.67,18.0,600.45,0.95
minders,W,7,"['mind', 'ers']",1,0.71,21.05,632.97,0.89
mindful,W,7,"['mind', 'ful']",1,0.71,20.51,604.85,0.98
minding,W,7,"['mind', 'ing']",1,0.71,18.06,741.32,0.88
mindless,W,8,"['mind', 'less']",1,0.75,19.67,637.8,1.0
minds,W,5,"['mind', 's']",1,0.6,17.06,523.71,1.0
mine,W,4,['mine'],0,0.75,12.04,560.82,1.0
mined,W,5,"['min', 'ed']",1,0.6,18.11,620.92,0.95
minefield,W,9,"['mine', 'field']",1,0.78,20.97,699.91,0.95
minefields,W,10,"['mine', 'field', 's']",2,0.7,27.21,653.18,0.89
miner,W,5,"['min', 'er']",1,0.6,17.51,542.06,0.88
miners,W,6,"['min', 'ers']",1,0.67,20.55,592.87,0.98
mines,W,5,"['mine', 's']",1,0.6,18.28,579.18,0.98
mingle,W,6,"['mingl', 'e']",1,0.67,19.67,531.69,0.97
mingled,W,7,"['mingl', 'ed']",1,0.71,20.77,615.74,0.95
mingles,W,7,"['mingl', 'es']",1,0.71,21.24,623.27,0.97
mingling,W,8,"['mingl', 'ing']",1,0.75,20.24,653.97,0.89
mingy,W,5,"['min', 'gy']",1,0.6,22.5,602.27,0.45
mini,W,4,['mini'],0,0.75,11.51,626.14,0.95
minim,W,5,['minim'],0,0.8,12.99,708.0,0.32
minims,W,6,"['minim', 's']",1,0.67,19.24,774.0,0.28
mining,W,6,"['min', 'ing']",1,0.67,17.57,628.21,0.98
minion,W,6,"['min', 'ion']",1,0.67,18.44,663.54,0.92
minions,W,7,"['min', 'ions']",1,0.71,21.4,682.5,0.9
minis,W,5,"['mini', 's']",1,0.6,17.76,744.32,0.7
mink,W,4,['mink'],0,0.75,13.21,707.14,0.75
minks,W,5,"['mink', 's']",1,0.6,19.46,769.24,0.48
minnow,W,6,"['min', 'now']",1,0.67,19.67,736.17,0.47
minnows,W,7,"['min', 'now', 's']",2,0.57,25.91,703.0,0.62
minor,W,5,['minor'],0,0.8,12.12,607.03,0.97
minors,W,6,"['minor', 's']",1,0.67,18.36,604.82,0.98
minster,W,7,['minster'],0,0.86,12.66,648.3,0.78
minsters,W,8,"['minster', 's']",1,0.75,18.9,606.92,0.66
minstrel,W,8,"['min', 'str', 'el']",2,0.62,28.79,745.73,0.89
minstrels,W,9,"['min', 'str', 'els']",2,0.67,32.15,679.97,0.92
mint,W,4,"['min', 't']",1,0.5,17.55,558.47,1.0
minted,W,6,"['min', 'ted']",1,0.67,22.21,621.54,0.95
minting,W,7,"['min', 't', 'ing']",2,0.57,24.79,776.21,0.68
mints,W,5,"['min', 'ts']",1,0.6,21.4,577.84,0.95
minus,W,5,['minus'],0,0.8,12.81,594.78,0.97
minute,W,6,['minute'],0,0.83,11.2,508.41,1.0
minutes,W,7,"['minute', 's']",1,0.71,17.45,569.37,1.0
minx,W,4,"['min', 'x']",1,0.5,19.75,666.45,0.78
minxes,W,6,"['min', 'x', 'es']",2,0.5,28.0,834.23,0.63
mirage,W,6,"['mir', 'age']",1,0.67,21.7,667.33,1.0
mire,W,4,"['mi', 're']",1,0.5,18.28,743.95,0.55
mired,W,5,"['mir', 'ed']",1,0.6,20.3,701.22,0.25
mires,W,5,"['mir', 'es']",1,0.6,20.77,643.9,0.32
mirror,W,6,['mirror'],0,0.83,12.66,531.11,1.0
mirrored,W,8,"['mirror', 'ed']",1,0.75,20.44,597.53,0.95
mirrors,W,7,"['mirror', 's']",1,0.71,18.9,552.86,0.97
mirth,W,5,"['mir', 'th']",1,0.6,21.21,597.62,0.57
mirthful,W,8,"['mir', 'th', 'ful']",2,0.62,30.9,940.25,0.32
mirthless,W,9,"['mir', 'th', 'less']",2,0.67,30.07,782.25,0.45
miscalled,W,9,"['mis', 'call', 'ed']",2,0.67,26.75,696.19,0.57
miscast,W,7,"['mis', 'cast']",1,0.71,19.26,773.15,0.57
mischance,W,9,"['mis', 'chance']",1,0.78,20.55,691.76,0.52
mischief,W,8,"['mis', 'chief']",1,0.75,19.67,615.95,1.0
mischiefs,W,9,"['mis', 'chief', 's']",2,0.67,25.91,612.74,0.88
miscreant,W,9,"['misc', 're', 'ant']",2,0.67,28.19,704.68,0.5
miscreants,W,10,"['misc', 're', 'ant', 's']",3,0.6,34.44,760.65,0.45
miscue,W,6,"['misc', 'ue']",1,0.67,24.7,822.08,0.32
miscued,W,7,"['mis', 'cu', 'ed']",2,0.57,27.93,749.0,0.42
miscues,W,7,"['mis', 'cu', 'es']",2,0.57,28.4,816.6,0.32
misdeed,W,7,"['mis', 'de', 'ed']",2,0.57,25.54,806.37,0.55
misdeeds,W,8,"['mis', 'de', 'ed', 's']",3,0.5,31.79,733.46,0.63
miser,W,5,"['mis', 'er']",1,0.6,17.1,704.71,0.55
misers,W,6,"['mis', 'ers']",1,0.67,20.15,689.54,0.68
misfit,W,6,"['mis', 'fit']",1,0.67,20.48,606.53,1.0
misfits,W,7,"['mis', 'fit', 's']",2,0.57,26.73,608.57,0.95
misgave,W,7,"['mis', 'ga', 've']",2,0.57,29.19,794.16,0.5
misgives,W,8,"['mis', 'give', 's']",2,0.62,27.36,728.78,0.63
mishap,W,6,"['mis', 'hap']",1,0.67,20.89,704.94,0.84
mishaps,W,7,"['mis', 'hap', 's']",2,0.57,27.14,665.15,0.87
misheard,W,8,"['mis', 'heard']",1,0.75,21.11,746.09,0.89
mishit,W,6,"['mis', 'hit']",1,0.67,19.5,850.0,0.11
mishmash,W,8,"['mis', 'h', 'mash']",2,0.62,29.97,775.05,0.58
misjudge,W,8,"['mis', 'judge']",1,0.75,20.42,632.46,0.98
misjudged,W,9,"['mis', 'judge', 'd']",2,0.67,28.32,624.38,0.84
mislaid,W,7,"['mis', 'laid']",1,0.71,20.79,658.06,0.92
mislay,W,6,"['mis', 'lay']",1,0.67,19.22,642.63,0.82
mislead,W,7,['mislead'],0,0.86,12.81,565.27,0.97
misleads,W,8,"['mislead', 's']",1,0.75,19.06,621.86,0.97
misled,W,6,"['mis', 'led']",1,0.67,21.81,645.75,0.84
mismatch,W,8,"['mis', 'match']",1,0.75,19.41,621.32,0.95
mismatched,W,10,"['mis', 'match', 'ed']",2,0.7,27.19,652.53,1.0
misnamed,W,8,"['mis', 'name', 'd']",2,0.62,27.76,810.92,0.65
misplaced,W,9,"['mis', 'place', 'd']",2,0.67,26.83,598.63,1.0
misprint,W,8,"['mis', 'print']",1,0.75,19.53,664.46,0.97
misprints,W,9,"['mis', 'print', 's']",2,0.67,25.78,687.23,0.88
misquote,W,8,"['mis', 'quot', 'e']",2,0.62,27.57,662.0,0.87
misquotes,W,9,"['mis', 'quot', 'es']",2,0.67,29.14,792.79,0.87
misread,W,7,"['mis', 'read']",1,0.71,19.58,650.41,0.89
misreads,W,8,"['mis', 'read', 's']",2,0.62,25.83,723.37,0.82
misrule,W,7,"['mis', 'rule']",1,0.71,21.0,723.63,0.55
miss,W,4,['miss'],0,0.75,10.96,553.48,1.0
missal,W,6,"['miss', 'al']",1,0.67,18.57,579.33,0.16
missals,W,7,"['miss', 'al', 's']",2,0.57,24.82,803.67,0.11
missed,W,6,"['miss', 'ed']",1,0.67,18.74,532.58,1.0
misses,W,6,"['miss', 'es']",1,0.67,19.21,607.79,0.89
missile,W,7,['missile'],0,0.86,12.52,615.36,0.98
missiles,W,8,"['missile', 's']",1,0.75,18.77,585.38,0.95
missing,W,7,"['miss', 'ing']",1,0.71,18.21,557.92,1.0
mission,W,7,['mission'],0,0.86,11.42,567.45,1.0
missions,W,8,"['mission', 's']",1,0.75,17.67,548.13,0.98
missive,W,7,"['miss', 'ive']",1,0.71,21.02,736.33,0.26
missives,W,8,"['miss', 'ives']",1,0.75,22.85,887.0,0.11
misspelled,W,10,"['mis', 'spell', 'ed']",2,0.7,28.27,732.13,0.88
misspells,W,9,"['mis', 'spell', 's']",2,0.67,26.73,695.43,0.88
misspelt,W,8,"['miss', 'pelt']",1,0.75,22.29,743.42,0.74
misspent,W,8,"['miss', 'pent']",1,0.75,21.6,889.69,0.34
missus,W,6,"['miss', 'us']",1,0.67,20.16,733.33,0.6
missy,W,5,"['miss', 'y']",1,0.6,18.41,697.38,0.88
mist,W,4,['mist'],0,0.75,13.21,627.78,1.0
mistake,W,7,['mistake'],0,0.86,12.2,561.13,1.0
mistakes,W,8,"['mistake', 's']",1,0.75,18.45,544.5,0.95
misted,W,6,"['mist', 'ed']",1,0.67,21.0,676.55,0.75
mister,W,6,"['mis', 'ter']",1,0.67,19.9,663.61,0.85
mistimed,W,8,"['mis', 'time', 'd']",2,0.62,26.31,1034.38,0.26
misting,W,7,"['mist', 'ing']",1,0.71,20.46,678.73,0.68
mistook,W,7,"['mis', 'to', 'ok']",2,0.57,28.03,676.63,0.88
mistral,W,7,"['mis', 'tr', 'al']",2,0.57,27.51,799.75,0.32
mistress,W,8,"['mi', 'stress']",1,0.75,22.06,549.32,1.0
mistrust,W,8,"['mis', 'trust']",1,0.75,19.64,625.08,0.95
mistrusts,W,9,"['mis', 'trust', 's']",2,0.67,25.88,687.62,0.95
mists,W,5,"['mist', 's']",1,0.6,19.46,556.06,0.92
misty,W,5,"['mis', 'ty']",1,0.6,20.36,590.32,1.0
misuse,W,6,"['misus', 'e']",1,0.67,19.89,675.57,0.9
misused,W,7,"['misus', 'ed']",1,0.71,21.0,688.17,0.92
mite,W,4,"['m', 'ite']",1,0.5,20.14,675.5,0.68
mites,W,5,"['mi', 'tes']",1,0.6,23.73,673.91,0.66
mitre,W,5,"['mi', 'tre']",1,0.6,22.0,670.33,0.57
mitres,W,6,"['mi', 'tres']",1,0.67,22.63,759.4,0.42
mitt,W,4,['mitt'],0,0.75,12.81,666.17,0.34
mitten,W,6,"['mitt', 'en']",1,0.67,20.4,665.87,0.82
mittens,W,7,"['mitt', 'ens']",1,0.71,23.52,619.59,0.87
mitts,W,5,"['mitt', 's']",1,0.6,19.06,753.68,0.53
mix,W,3,['mix'],0,0.67,11.61,522.79,1.0
mixed,W,5,['mixed'],0,0.8,11.96,486.37,1.0
mixer,W,5,"['mix', 'er']",1,0.6,18.79,518.0,1.0
mixers,W,6,"['mix', 'ers']",1,0.67,21.83,618.92,1.0
mixes,W,5,"['mix', 'es']",1,0.6,19.86,589.36,0.9
mixing,W,6,"['mix', 'ing']",1,0.67,18.85,561.77,1.0
mixture,W,7,"['mix', 'tu', 're']",2,0.57,28.05,538.25,1.0
mixtures,W,8,"['mix', 'tur', 'es']",2,0.62,31.05,572.38,1.0
mizzen,W,6,"['m', 'izz', 'en']",2,0.5,28.18,771.5,0.08
mo,W,2,['mo'],0,0.5,10.38,660.91,0.28
moa,W,3,"['mo', 'a']",1,0.33,17.22,928.0,0.03
moan,W,4,['moan'],0,0.75,12.52,516.37,0.98
moaned,W,6,"['moan', 'ed']",1,0.67,20.3,621.08,0.97
moaner,W,6,"['moan', 'er']",1,0.67,19.7,621.58,0.9
moaners,W,7,"['moan', 'ers']",1,0.71,22.75,623.36,0.92
moaning,W,7,"['moan', 'ing']",1,0.71,19.77,564.12,1.0
moans,W,5,"['moan', 's']",1,0.6,18.77,576.39,0.95
moas,W,4,"['mo', 'as']",1,0.5,19.47,637.0,0.11
moat,W,4,"['mo', 'at']",1,0.5,18.38,621.85,0.92
moated,W,6,"['mo', 'at', 'ed']",2,0.5,26.16,727.94,0.5
moats,W,5,"['mo', 'at', 's']",2,0.4,24.62,696.29,0.89
mob,W,3,['mob'],0,0.67,12.52,552.62,0.89
mobbed,W,6,"['mob', 'bed']",1,0.67,22.7,685.29,0.9
mobbing,W,7,"['mob', 'b', 'ing']",2,0.57,27.38,660.07,0.72
mobile,W,6,['mobile'],0,0.83,11.51,537.65,1.0
mobiles,W,7,"['mobile', 's']",1,0.71,17.76,622.51,0.97
mobs,W,4,"['mob', 's']",1,0.5,18.77,594.03,0.8
mobster,W,7,"['mob', 'ster']",1,0.71,22.5,713.18,0.82
mobsters,W,8,"['mob', 'ster', 's']",2,0.62,28.75,653.43,0.79
mocha,W,5,"['mo', 'cha']",1,0.6,19.99,707.75,0.75
mock,W,4,['mock'],0,0.75,12.81,550.97,0.95
mocked,W,6,"['mock', 'ed']",1,0.67,20.59,606.59,0.92
mocker,W,6,"['mock', 'er']",1,0.67,19.99,623.67,0.7
mockers,W,7,"['mock', 'ers']",1,0.71,23.04,694.14,0.79
mocking,W,7,"['mock', 'ing']",1,0.71,20.06,589.25,1.0
mocks,W,5,"['mock', 's']",1,0.6,19.06,600.33,0.95
mod,W,3,['mod'],0,0.67,12.3,779.87,0.38
modal,W,5,"['mod', 'al']",1,0.6,19.91,673.17,0.85
modals,W,6,"['mod', 'al', 's']",2,0.5,26.16,724.42,0.7
mode,W,4,['mode'],0,0.75,12.81,621.86,0.95
model,W,5,['model'],0,0.8,11.38,551.92,1.0
modelled,W,8,"['model', 'led']",1,0.75,23.27,668.47,0.97
models,W,6,"['model', 's']",1,0.67,17.63,557.19,0.95
modern,W,6,['modern'],0,0.83,12.3,589.0,0.97
moderns,W,7,"['modern', 's']",1,0.71,18.55,659.1,0.79
modes,W,5,['modes'],0,0.8,12.99,720.0,0.66
modest,W,6,"['modes', 't']",1,0.67,20.21,569.17,1.0
modish,W,6,"['mo', 'dish']",1,0.67,21.71,667.6,0.12
mods,W,4,"['mod', 's']",1,0.5,18.55,746.72,0.5
module,W,6,"['modul', 'e']",1,0.67,19.89,638.3,1.0
modules,W,7,"['modul', 'es']",1,0.71,21.46,621.71,0.89
moggies,W,7,"['mo', 'gg', 'ies']",2,0.57,33.15,783.07,0.39
moggy,W,5,"['mo', 'gg', 'y']",2,0.4,28.71,753.69,0.42
mogul,W,5,['mogul'],0,0.8,13.21,764.22,0.63
moguls,W,6,"['mogul', 's']",1,0.67,19.46,729.13,0.62
mohair,W,6,"['mo', 'hair']",1,0.67,20.4,657.08,0.32
moil,W,4,"['m', 'oil']",1,0.5,19.5,650.2,0.12
moiled,W,6,"['m', 'oil', 'ed']",2,0.5,27.28,817.2,0.12
moils,W,5,"['m', 'oil', 's']",2,0.4,25.74,759.0,0.05
moiré,W,5,"['mo', 'i', 'ré']",2,0.4,29.45,612.5,0.12
moist,W,5,"['mo', 'ist']",1,0.6,19.53,550.11,0.95
moisten,W,7,"['mo', 'ist', 'en']",2,0.57,27.12,615.15,0.89
moistened,W,9,"['mo', 'ist', 'en', 'ed']",3,0.56,34.9,583.47,0.95
moistening,W,10,"['mo', 'ist', 'en', 'ing']",3,0.6,34.36,663.03,0.97
moistens,W,8,"['mo', 'is', 'tens']",2,0.62,29.95,651.18,0.95
moister,W,7,"['mo', 'ist', 'er']",2,0.57,26.71,645.8,0.82
moistly,W,7,"['mo', 'ist', 'ly']",2,0.57,27.9,661.74,0.84
moistness,W,9,"['mo', 'ist', 'ness']",2,0.67,29.31,665.63,0.98
moisture,W,8,"['moistur', 'e']",1,0.75,20.58,581.63,1.0
moke,W,4,"['mo', 'ke']",1,0.5,20.52,,0.0
mokes,W,5,"['mo', 'k', 'es']",2,0.4,26.63,539.5,0.1
molar,W,5,"['mo', 'lar']",1,0.6,21.71,624.74,0.88
molars,W,6,"['mol', 'ars']",1,0.67,24.83,625.33,0.85
mold,W,4,['mold'],0,0.75,12.4,623.79,0.65
molds,W,5,"['mold', 's']",1,0.6,18.65,637.82,0.61
mole,W,4,['mole'],0,0.75,12.52,554.54,0.92
molehill,W,8,"['mole', 'hill']",1,0.75,22.91,707.09,0.85
molehills,W,9,"['mole', 'hill', 's']",2,0.67,29.15,653.82,0.85
moles,W,5,"['mole', 's']",1,0.6,18.77,566.21,0.98
moleskin,W,8,"['mole', 'skin']",1,0.75,23.4,613.55,0.78
molest,W,6,"['mole', 'st']",1,0.67,20.84,689.0,0.65
moll,W,4,['moll'],0,0.75,13.21,662.71,0.21
molls,W,5,"['moll', 's']",1,0.6,19.46,648.17,0.15
mollusc,W,7,"['moll', 'us', 'c']",2,0.57,30.1,764.5,0.39
molluscs,W,8,"['moll', 'us', 'c', 's']",3,0.5,36.34,658.8,0.65
molt,W,4,"['mol', 't']",1,0.5,20.72,667.67,0.52
molten,W,6,"['mol', 'ten']",1,0.67,23.11,633.39,0.89
molto,W,5,"['mol', 'to']",1,0.6,21.05,737.5,0.05
molts,W,5,"['mol', 'ts']",1,0.6,24.58,680.88,0.24
mom,W,3,['mom'],0,0.67,12.3,667.7,0.88
moment,W,6,['moment'],0,0.83,11.66,532.13,0.98
moments,W,7,"['moment', 's']",1,0.71,17.9,503.56,1.0
momma,W,5,"['mom', 'ma']",1,0.6,21.17,781.55,0.52
moms,W,4,"['mom', 's']",1,0.5,18.55,709.6,0.68
monarch,W,7,['monarch'],0,0.86,12.52,606.71,0.97
monarchs,W,8,"['monarch', 's']",1,0.75,18.77,670.79,0.98
monday,W,6,"['mon', 'day']",1,0.67,21.2,533.34,1.0
mondays,W,7,"['mon', 'days']",1,0.71,23.78,581.84,1.0
money,W,5,['money'],0,0.8,11.38,520.95,1.0
moneyed,W,7,"['money', 'ed']",1,0.71,19.16,672.36,0.37
moneys,W,6,"['money', 's']",1,0.67,17.63,560.19,0.82
monger,W,6,['monger'],0,0.83,12.81,714.41,0.5
mongers,W,7,"['monger', 's']",1,0.71,19.06,766.07,0.39
mongol,W,6,"['mon', 'go', 'l']",2,0.5,28.34,675.14,0.7
mongols,W,7,"['mon', 'go', 'l', 's']",3,0.43,34.58,708.64,0.7
mongoose,W,8,"['mon', 'goose']",1,0.75,23.31,666.41,0.92
mongrel,W,7,"['m', 'ong', 'rel']",2,0.57,30.65,630.0,1.0
mongrels,W,8,"['mon', 'gr', 'els']",2,0.62,34.28,672.03,0.92
monk,W,4,"['mon', 'k']",1,0.5,20.12,590.39,0.95
monkey,W,6,['monkey'],0,0.83,12.66,511.08,1.0
monkeys,W,7,"['monkey', 's']",1,0.71,18.9,542.6,1.0
monkish,W,7,"['mon', 'k', 'ish']",2,0.57,30.06,746.87,0.61
monks,W,5,"['mon', 'ks']",1,0.6,24.0,570.37,1.0
mono,W,4,['mono'],0,0.75,12.04,677.48,0.76
monos,W,5,"['mono', 's']",1,0.6,18.28,721.5,0.32
monsoon,W,7,"['monso', 'on']",1,0.71,21.19,591.83,0.9
monsoons,W,8,"['monso', 'on', 's']",2,0.62,27.44,659.21,0.95
monster,W,7,"['monst', 'er']",1,0.71,19.99,505.72,1.0
monsters,W,8,"['monst', 'ers']",1,0.75,23.04,546.31,1.0
monstrance,W,10,"['monst', 'r', 'ance']",2,0.7,29.81,731.0,0.13
monstrous,W,9,"['monst', 'rou', 's']",2,0.67,29.76,766.44,0.89
montage,W,7,"['mont', 'age']",1,0.71,21.99,664.77,0.88
month,W,5,['month'],0,0.8,11.14,570.45,1.0
monthlies,W,9,"['month', 'lies']",1,0.78,22.21,752.33,0.38
monthly,W,7,"['month', 'ly']",1,0.71,19.51,592.33,1.0
months,W,6,['months'],0,0.83,12.12,601.17,1.0
moo,W,3,['moo'],0,0.67,12.81,625.5,0.85
mooch,W,5,"['moo', 'ch']",1,0.6,21.13,706.52,0.57
mooched,W,7,"['moo', 'ch', 'ed']",2,0.57,28.92,756.55,0.63
mooching,W,8,"['moo', 'ch', 'ing']",2,0.62,28.38,761.64,0.6
moocow,W,6,"['moo', 'cow']",1,0.67,23.38,669.0,0.02
mood,W,4,['mood'],0,0.75,12.66,541.69,1.0
moodier,W,7,"['mood', 'ier']",1,0.71,23.73,660.91,0.92
moods,W,5,"['mood', 's']",1,0.6,18.9,572.4,0.95
moody,W,5,"['mood', 'y']",1,0.6,20.11,509.97,1.0
mooed,W,5,"['moo', 'ed']",1,0.6,20.59,743.69,0.42
mooing,W,6,"['moo', 'ing']",1,0.67,20.06,773.1,0.55
moon,W,4,['moon'],0,0.75,12.3,516.21,1.0
moonbeam,W,8,"['moon', 'beam']",1,0.75,23.78,670.0,0.72
moonbeams,W,9,"['moon', 'beam', 's']",2,0.67,30.03,630.52,0.55
moonless,W,8,"['moon', 'less']",1,0.75,21.15,649.84,0.82
moonlight,W,9,"['moon', 'light']",1,0.78,20.91,550.62,1.0
moonlit,W,7,"['moon', 'lit']",1,0.71,22.68,606.08,1.0
moons,W,5,"['moon', 's']",1,0.6,18.55,555.94,0.95
moonshine,W,9,"['moon', 'shine']",1,0.78,23.63,578.37,0.98
moonstone,W,9,"['moon', 'stone']",1,0.78,23.01,695.7,0.71
moonstones,W,10,"['moon', 'stone', 's']",2,0.7,29.25,685.57,0.7
moonstruck,W,10,"['moon', 'struck']",1,0.8,23.63,612.79,0.7
moony,W,5,"['moon', 'y']",1,0.6,19.75,614.2,0.39
moor,W,4,['moor'],0,0.75,12.12,670.79,0.9
moorcock,W,8,"['moor', 'cock']",1,0.75,22.91,777.5,0.05
moored,W,6,"['moor', 'ed']",1,0.67,19.9,683.91,0.8
moorhen,W,7,"['moor', 'hen']",1,0.71,23.44,674.4,0.25
moorhens,W,8,"['moor', 'hen', 's']",2,0.62,29.69,680.3,0.3
mooring,W,7,"['moor', 'ing']",1,0.71,19.36,635.22,0.8
moorings,W,8,"['moor', 'ing', 's']",2,0.62,25.61,690.9,0.75
moorish,W,7,"['moor', 'ish']",1,0.71,22.06,686.58,0.63
moorland,W,8,"['moor', 'land']",1,0.75,20.78,735.06,0.8
moorlands,W,9,"['moor', 'land', 's']",2,0.67,27.03,650.23,0.78
moors,W,5,"['moor', 's']",1,0.6,18.36,660.93,0.79
moos,W,4,"['moo', 's']",1,0.5,19.06,645.23,0.55
moose,W,5,"['moo', 'se']",1,0.6,22.04,550.53,0.95
moot,W,4,['moot'],0,0.75,12.99,648.62,0.32
mooted,W,6,"['moot', 'ed']",1,0.67,20.77,710.09,0.34
mooting,W,7,"['moot', 'ing']",1,0.71,20.24,637.14,0.18
moots,W,5,"['moot', 's']",1,0.6,19.24,745.86,0.35
mop,W,3,"['mo', 'p']",1,0.33,18.0,605.21,0.87
mope,W,4,"['m', 'ope']",1,0.5,21.16,670.66,0.72
moped,W,5,"['mo', 'ped']",1,0.6,21.35,742.16,0.82
mopeds,W,6,"['mo', 'ped', 's']",2,0.5,27.6,778.71,0.58
mopes,W,5,"['mo', 'p', 'es']",2,0.4,26.25,674.0,0.55
moping,W,6,"['mo', 'p', 'ing']",2,0.5,25.24,728.42,0.84
mopped,W,6,"['mo', 'pp', 'ed']",2,0.5,28.55,587.43,0.92
moppet,W,6,"['mo', 'p', 'pet']",2,0.5,28.44,677.25,0.52
moppets,W,7,"['mo', 'p', 'pet', 's']",3,0.43,34.68,740.43,0.38
mopping,W,7,"['mo', 'pp', 'ing']",2,0.57,28.01,654.97,0.85
mops,W,4,"['mo', 'ps']",1,0.5,22.27,626.73,0.87
moquette,W,8,"['mo', 'qu', 'ett', 'e']",3,0.5,36.62,1042.67,0.11
moraine,W,7,"['mo', 'rain', 'e']",2,0.57,26.9,662.86,0.21
moraines,W,8,"['mo', 'rain', 'es']",2,0.62,28.47,765.5,0.25
moral,W,5,['moral'],0,0.8,11.96,583.24,1.0
morale,W,6,"['moral', 'e']",1,0.67,18.64,618.43,0.95
morals,W,6,"['moral', 's']",1,0.67,18.21,582.41,0.98
morass,W,6,"['mor', 'ass']",1,0.67,21.81,624.6,0.15
morbid,W,6,"['mor', 'bid']",1,0.67,21.63,602.38,0.97
mordant,W,7,"['mor', 'd', 'ant']",2,0.57,27.87,791.2,0.13
more,W,4,['more'],0,0.75,10.59,553.41,1.0
mores,W,5,"['more', 's']",1,0.6,16.84,668.24,0.55
morgue,W,6,"['mor', 'gu', 'e']",2,0.5,27.18,689.44,0.89
morgues,W,7,"['mor', 'gu', 'es']",2,0.57,28.75,715.07,0.79
mormon,W,6,"['mor', 'mon']",1,0.67,22.09,747.5,0.66
mormons,W,7,"['mor', 'mon', 's']",2,0.57,28.34,728.29,0.63
morn,W,4,['morn'],0,0.75,13.21,643.91,0.57
morning,W,7,['morning'],0,0.86,12.04,563.15,1.0
mornings,W,8,"['morning', 's']",1,0.75,18.28,616.17,1.0
morns,W,5,"['morn', 's']",1,0.6,19.46,679.44,0.5
moron,W,5,"['mor', 'on']",1,0.6,18.99,626.35,0.98
morons,W,6,"['mor', 'on', 's']",2,0.5,25.24,674.53,1.0
morose,W,6,"['mo', 'rose']",1,0.67,21.71,707.13,0.63
morpheme,W,8,"['morph', 'em', 'e']",2,0.62,28.15,630.62,0.32
morphemes,W,9,"['morph', 'em', 'es']",2,0.67,29.72,766.86,0.35
morpheus,W,8,"['morph', 'e', 'us']",2,0.62,28.08,764.76,0.65
morphia,W,7,"['morph', 'ia']",1,0.71,21.72,718.86,0.4
morphine,W,8,"['morph', 'ine']",1,0.75,22.7,589.75,0.95
morrow,W,6,"['mor', 'row']",1,0.67,21.21,641.23,0.55
morse,W,5,"['mor', 'se']",1,0.6,20.54,670.03,0.76
morsel,W,6,"['mor', 'sel']",1,0.67,22.38,683.3,0.79
morsels,W,7,"['mor', 'sel', 's']",2,0.57,28.63,635.21,0.85
mortal,W,6,"['mort', 'al']",1,0.67,20.01,570.92,1.0
mortals,W,7,"['mort', 'al', 's']",2,0.57,26.26,601.64,0.95
mortar,W,6,['mortar'],0,0.83,12.99,625.34,0.95
mortared,W,8,"['mortar', 'ed']",1,0.75,20.77,951.22,0.32
mortars,W,7,"['mortar', 's']",1,0.71,19.24,669.78,0.9
mortgage,W,8,['mortgage'],0,0.88,12.4,583.44,0.92
mortgaged,W,9,"['mortgage', 'd']",1,0.78,20.31,639.88,0.89
mortise,W,7,"['mort', 'is', 'e']",2,0.57,27.32,654.5,0.05
mortised,W,8,"['mort', 'is', 'ed']",2,0.62,28.43,714.57,0.21
moselle,W,7,"['mos', 'elle']",1,0.71,24.88,726.25,0.12
moses,W,5,"['mos', 'es']",1,0.6,21.24,693.86,0.9
mosey,W,5,"['mos', 'ey']",1,0.6,23.17,802.1,0.28
moslem,W,6,"['mos', 'lem']",1,0.67,23.63,594.67,0.22
moslems,W,7,"['mos', 'lem', 's']",2,0.57,29.87,874.62,0.21
mosque,W,6,"['mosqu', 'e']",1,0.67,20.18,609.21,1.0
mosques,W,7,"['mosqu', 'es']",1,0.71,21.75,698.69,0.95
moss,W,4,"['mos', 's']",1,0.5,19.24,599.51,0.98
mosses,W,6,"['mos', 's', 'es']",2,0.5,27.49,649.14,0.75
mossy,W,5,"['mos', 'sy']",1,0.6,23.96,674.12,0.65
most,W,4,['most'],0,0.75,10.73,568.92,1.0
mostly,W,6,"['most', 'ly']",1,0.67,19.11,503.3,0.97
mote,W,4,"['mot', 'e']",1,0.5,18.64,760.25,0.42
motel,W,5,"['mot', 'el']",1,0.6,20.48,573.88,0.87
