Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Morphessor_Scores,Reading_Time,Accuracy
ruwheid,W,7,"['ruw', 'heid']",1,0.71,21.61,619.17,0.95
ruwweg,W,6,"['ruw', 'weg']",1,0.67,20.08,664.42,0.77
ruzie,W,5,"['ruzi', 'e']",1,0.6,18.15,528.36,1.0
ruzies,W,6,"['ruzi', 'es']",1,0.67,21.36,544.9,1.0
saai,W,4,['saai'],0,0.75,12.39,583.15,1.0
saaie,W,5,"['saai', 'e']",1,0.6,18.6,558.9,1.0
sabbat,W,6,['sabbat'],0,0.83,12.95,671.0,0.87
sabel,W,5,['sabel'],0,0.8,12.55,685.26,0.79
sabels,W,6,"['sabel', 's']",1,0.67,18.53,709.17,0.77
sadist,W,6,"['sadis', 't']",1,0.67,19.37,644.65,0.87
safe,W,4,['safe'],0,0.75,12.55,685.31,0.77
safes,W,5,"['safe', 's']",1,0.6,18.53,677.58,0.56
saffier,W,7,"['s', 'affi', 'er']",2,0.57,24.83,704.35,0.51
saffraan,W,8,"['s', 'af', 'fr', 'aan']",3,0.5,32.68,735.38,0.74
sage,W,4,"['sa', 'ge']",1,0.5,16.52,711.08,0.62
sagen,W,5,"['sa', 'gen']",1,0.6,20.14,739.64,0.28
sages,W,5,"['sa', 'ges']",1,0.6,20.81,750.35,0.49
saks,W,4,"['s', 'aks']",1,0.5,18.94,1067.5,0.05
saksen,W,6,"['s', 'aks', 'en']",2,0.5,25.15,801.25,0.33
saldi,W,5,"['sald', 'i']",1,0.6,19.83,659.0,0.31
saldo,W,5,['saldo'],0,0.8,12.39,593.34,0.97
saldo's,W,7,"['saldo', ""'s""]",1,0.71,22.69,625.97,0.95
salie,W,5,"['sa', 'lie']",1,0.6,20.31,683.33,0.62
salon,W,5,['salon'],0,0.8,12.26,543.64,1.0
salons,W,6,"['salon', 's']",1,0.67,18.24,597.26,1.0
salsa,W,5,['salsa'],0,0.8,13.24,607.14,0.92
saluut,W,6,"['sal', 'uu', 't']",2,0.5,29.59,656.42,0.85
salvo,W,5,"['sal', 'vo']",1,0.6,21.39,651.37,0.77
salvo's,W,7,"['sal', 'vo', ""'s""]",2,0.57,31.69,629.07,0.77
sambal,W,6,"['sam', 'bal']",1,0.67,21.64,732.4,0.38
sambals,W,7,"['sam', 'bal', 's']",2,0.57,27.63,801.67,0.15
same,W,4,"['sam', 'e']",1,0.5,18.76,688.0,0.08
samen,W,5,['samen'],0,0.8,10.26,546.95,0.97
sanctie,W,7,['sanctie'],0,0.86,11.39,640.78,0.95
sancties,W,8,"['sanctie', 's']",1,0.75,17.38,662.2,0.92
sandaal,W,7,"['san', 'daal']",1,0.71,21.55,646.68,0.9
sandwich,W,8,['sandwich'],0,0.88,13.24,609.11,0.95
santos,W,6,"['san', 'to', 's']",2,0.5,26.0,757.25,0.1
sap,W,3,['sap'],0,0.67,12.55,587.65,0.95
sappen,W,6,"['sapp', 'en']",1,0.67,18.76,677.21,0.77
sappig,W,6,"['sapp', 'ig']",1,0.67,21.36,604.37,0.9
sarong,W,6,"['s', 'ar', 'ong']",2,0.5,26.85,699.43,0.18
sarongs,W,7,"['sa', 'ron', 'gs']",2,0.57,32.47,825.0,0.23
satan,W,5,['satan'],0,0.8,12.95,658.39,0.92
satans,W,6,"['satan', 's']",1,0.67,18.94,731.6,0.79
satijn,W,6,"['sat', 'ijn']",1,0.67,22.52,633.63,0.97
satraap,W,7,"['sat', 'raap']",1,0.71,24.35,763.0,0.03
sauna,W,5,['sauna'],0,0.8,12.95,545.84,1.0
sauna's,W,7,"['sauna', ""'s""]",1,0.71,23.25,600.81,0.92
saus,W,4,['saus'],0,0.75,12.55,545.18,0.97
sausen,W,6,"['saus', 'en']",1,0.67,18.76,578.79,1.0
sausje,W,6,"['saus', 'je']",1,0.67,21.35,592.87,1.0
sausjes,W,7,"['saus', 'jes']",1,0.71,21.56,588.78,0.97
sauzen,W,6,"['sau', 'zen']",1,0.67,23.61,625.97,0.9
savooi,W,6,"['sav', 'ooi']",1,0.67,24.05,717.67,0.54
sax,W,3,"['s', 'ax']",1,0.33,19.22,639.07,0.77
saxen,W,5,"['s', 'ax', 'en']",2,0.4,25.44,694.81,0.51
scala,W,5,"['scal', 'a']",1,0.6,19.42,648.47,0.87
scala's,W,7,"['scal', 'a', ""'s""]",2,0.57,29.72,724.64,0.74
scalp,W,5,"['scal', 'p']",1,0.6,19.48,666.35,0.67
scalpen,W,7,"['scal', 'pen']",1,0.71,21.31,805.75,0.56
scanner,W,7,"['scann', 'er']",1,0.71,18.73,623.59,0.97
scanners,W,8,"['scann', 'ers']",1,0.75,20.14,640.75,0.97
scene,W,5,"['scen', 'e']",1,0.6,18.76,577.17,0.9
scène,W,5,['scène'],0,0.8,11.77,572.16,0.95
scènes,W,6,"['scène', 's']",1,0.67,17.76,662.2,0.95
scepsis,W,7,"['scep', 's', 'is']",2,0.57,27.67,749.0,0.51
scepter,W,7,"['scept', 'er']",1,0.71,19.13,659.76,0.69
scepters,W,8,"['scept', 'ers']",1,0.75,20.54,707.81,0.69
sceptisch,W,9,"['scept', 'isch']",1,0.78,22.29,657.51,0.95
schaaf,W,6,"['scha', 'af']",1,0.67,17.57,705.0,0.74
schaak,W,6,['schaak'],0,0.83,11.85,609.0,0.97
schaakbord,W,10,"['schaak', 'bord']",1,0.8,21.28,601.21,1.0
schaakspel,W,10,"['schaak', 'spel']",1,0.8,20.39,614.1,1.0
schaal,W,6,['schaal'],0,0.83,11.7,582.29,0.97
schaaltje,W,9,"['schaal', 'tje']",1,0.78,22.51,653.89,0.97
schaaltjes,W,10,"['schaal', 'tjes']",1,0.8,21.3,665.89,0.92
schaam,W,6,['schaam'],0,0.83,12.55,595.34,0.97
schaamde,W,8,"['schaam', 'de']",1,0.75,20.19,612.13,0.97
schaamhaar,W,10,"['schaam', 'haar']",1,0.8,22.26,617.38,1.0
schaamt,W,7,"['schaam', 't']",1,0.71,19.19,639.32,0.97
schaamte,W,8,['schaamte'],0,0.88,12.14,570.85,1.0
schaap,W,6,['schaap'],0,0.83,12.55,537.1,1.0
schaapje,W,8,"['schaap', 'je']",1,0.75,21.35,636.19,0.97
schaapjes,W,9,"['schaap', 'jes']",1,0.78,21.56,624.66,1.0
schaar,W,6,['schaar'],0,0.83,12.03,583.24,1.0
schaarde,W,8,"['schaar', 'de']",1,0.75,19.68,674.52,0.67
schaars,W,7,"['schaar', 's']",1,0.71,18.02,592.49,0.97
schaarse,W,8,"['schaar', 'se']",1,0.75,20.49,669.95,0.97
schaarser,W,9,"['schaar', 'ser']",1,0.78,22.64,785.91,0.62
schaarste,W,9,"['schaar', 'ste']",1,0.78,21.0,628.5,0.95
schaartje,W,9,"['schaar', 'tje']",1,0.78,22.84,593.49,0.92
schaartjes,W,10,"['schaar', 'tjes']",1,0.8,21.64,664.97,0.92
schaats,W,7,['schaats'],0,0.86,10.62,701.9,0.92
schaatsen,W,9,"['schaats', 'en']",1,0.78,16.84,614.68,1.0
schacht,W,7,"['sch', 'acht']",1,0.71,17.74,759.22,0.9
schachten,W,9,['schachten'],0,0.89,12.73,757.9,0.9
schade,W,6,['schade'],0,0.83,10.47,572.33,1.0
schaden,W,7,"['schade', 'n']",1,0.71,18.0,628.47,0.95
schaduw,W,7,['schaduw'],0,0.86,12.26,541.87,0.97
schaffen,W,8,"['schaff', 'en']",1,0.75,18.48,646.36,0.9
schaft,W,6,"['scha', 'ft']",1,0.67,21.02,667.0,0.77
schaften,W,8,"['sch', 'af', 'ten']",2,0.62,24.85,709.76,0.69
schakel,W,7,['schakel'],0,0.86,11.0,578.05,0.97
schakels,W,8,"['schakel', 's']",1,0.75,16.99,635.68,0.95
schakelt,W,8,"['schakel', 't']",1,0.75,17.65,656.08,0.95
schaken,W,7,"['schake', 'n']",1,0.71,19.67,593.81,0.97
schalde,W,7,"['schal', 'de']",1,0.71,19.15,758.56,0.23
schalen,W,7,"['schal', 'en']",1,0.71,17.72,655.08,0.95
schalks,W,7,"['schal', 'k', 's']",2,0.57,24.37,711.95,0.64
schamel,W,7,"['scha', 'mel']",1,0.71,20.75,752.12,0.54
schamen,W,7,"['scha', 'men']",1,0.71,19.85,601.62,0.97
schamper,W,8,"['schamp', 'er']",1,0.75,19.13,647.85,0.69
schandaal,W,9,"['schand', 'aal']",1,0.78,22.22,594.71,0.97
schande,W,7,"['schand', 'e']",1,0.71,18.6,640.11,0.97
schap,W,5,['schap'],0,0.8,11.08,678.55,0.64
schapen,W,7,"['schap', 'en']",1,0.71,17.3,590.46,1.0
schaper,W,7,"['schap', 'er']",1,0.71,17.66,745.67,0.31
schapers,W,8,"['schap', 'ers']",1,0.75,19.08,732.38,0.36
schappen,W,8,"['schapp', 'en']",1,0.75,17.47,624.9,0.59
schare,W,6,"['scha', 're']",1,0.67,18.03,684.83,0.62
scharen,W,7,"['sch', 'aren']",1,0.71,19.98,667.91,0.87
scharnier,W,9,['scharnier'],0,0.89,13.24,673.05,1.0
schat,W,5,['schat'],0,0.8,11.5,514.84,1.0
schatje,W,7,"['schat', 'je']",1,0.71,20.31,546.67,1.0
schatjes,W,8,"['scha', 'tjes']",1,0.75,20.18,568.72,0.92
schatkist,W,9,"['schat', 'kist']",1,0.78,22.43,657.33,0.95
schatrijk,W,9,"['schat', 'rijk']",1,0.78,20.73,606.57,0.97
schatte,W,7,"['schatt', 'e']",1,0.71,17.46,622.66,0.95
schatten,W,8,"['schatt', 'en']",1,0.75,17.47,605.84,1.0
schattig,W,8,"['schatt', 'ig']",1,0.75,20.06,526.58,0.97
schatting,W,9,"['schatt', 'ing']",1,0.78,19.24,615.08,0.95
schaven,W,7,"['scha', 'ven']",1,0.71,20.36,733.3,0.87
schavot,W,7,"['scha', 'vo', 't']",2,0.57,26.46,700.23,0.59
schede,W,6,"['sche', 'de']",1,0.67,18.51,657.61,0.95
schedel,W,7,['schedel'],0,0.86,12.26,580.77,1.0
schedels,W,8,"['schedel', 's']",1,0.75,18.24,597.44,1.0
scheden,W,7,"['sche', 'den']",1,0.71,19.87,701.09,0.62
schedes,W,7,"['sche', 'des']",1,0.71,20.7,743.27,0.56
scheef,W,6,"['schee', 'f']",1,0.67,19.3,591.11,1.0
scheel,W,6,"['sche', 'el']",1,0.67,18.64,597.94,0.95
scheelde,W,8,"['sche', 'el', 'de']",2,0.62,26.28,601.95,0.97
scheelt,W,7,"['schee', 'lt']",1,0.71,23.03,631.35,0.95
scheen,W,6,"['sche', 'en']",1,0.67,17.09,652.66,0.85
scheenbeen,W,10,"['sche', 'en', 'been']",2,0.7,27.53,652.33,0.85
scheentje,W,9,"['sch', 'eentje']",1,0.78,20.79,872.53,0.51
scheepje,W,8,"['schee', 'p', 'je']",2,0.62,27.66,626.89,1.0
scheepjes,W,9,"['schee', 'p', 'jes']",2,0.67,27.87,629.47,1.0
scheepsbouw,W,11,"['scheeps', 'bouw']",1,0.82,19.94,691.23,0.95
scheepvaart,W,11,['scheepvaart'],0,0.91,12.73,665.39,1.0
scheer,W,6,"['sche', 'er']",1,0.67,17.46,655.16,0.79
scheerde,W,8,"['sch', 'eerd', 'e']",2,0.62,24.49,632.47,0.97
scheerden,W,9,"['sch', 'eerd', 'en']",2,0.67,24.5,692.34,0.85
scheermes,W,9,['scheermes'],0,0.89,12.95,598.24,1.0
scheet,W,6,"['schee', 't']",1,0.67,18.27,604.66,0.97
schei,W,5,['schei'],0,0.8,12.39,723.4,0.15
scheidde,W,8,"['scheid', 'de']",1,0.75,18.61,656.72,0.95
scheidden,W,9,"['scheid', 'den']",1,0.78,19.97,657.03,0.92
scheiden,W,8,"['scheid', 'en']",1,0.75,17.19,602.24,0.97
scheiding,W,9,"['scheid', 'ing']",1,0.78,18.97,593.44,1.0
scheidslijn,W,11,"['scheid', 's', 'lijn']",2,0.73,26.32,691.5,0.54
scheidt,W,7,"['scheid', 't']",1,0.71,17.61,691.26,0.95
scheien,W,7,"['schei', 'en']",1,0.71,18.61,540.83,0.18
schel,W,5,['schel'],0,0.8,11.7,777.32,0.69
schelden,W,8,"['schel', 'den']",1,0.75,20.7,586.97,1.0
scheldwoord,W,11,"['scheldwoor', 'd']",1,0.82,20.19,655.37,0.97
schele,W,6,"['schel', 'e']",1,0.67,17.91,707.86,0.79
schelen,W,7,"['schel', 'en']",1,0.71,17.92,600.15,1.0
schelle,W,7,"['schel', 'le']",1,0.71,19.85,684.92,0.64
schelp,W,6,"['schel', 'p']",1,0.67,18.92,543.69,1.0
schelpen,W,8,"['schel', 'pen']",1,0.75,20.75,587.76,1.0
schelvis,W,8,"['schel', 'vis']",1,0.75,20.73,648.88,0.9
schema,W,6,"['sche', 'ma']",1,0.67,18.87,640.74,1.0
schema's,W,8,"['sche', 'ma', ""'s""]",2,0.62,29.17,559.11,0.97
schemer,W,7,['schemer'],0,0.86,12.73,714.5,0.9
schending,W,9,"['schend', 'ing']",1,0.78,19.85,622.08,0.97
schenen,W,7,"['sche', 'nen']",1,0.71,21.48,659.93,0.77
schenk,W,6,['schenk'],0,0.83,12.26,617.24,0.97
schenken,W,8,"['schenk', 'en']",1,0.75,18.48,597.74,0.95
schenking,W,9,"['schenk', 'ing']",1,0.78,20.25,666.55,0.95
schenkt,W,7,"['schenk', 't']",1,0.71,18.9,588.55,0.97
schep,W,5,['schep'],0,0.8,11.08,633.32,0.95
schepen,W,7,"['schep', 'en']",1,0.71,17.3,603.62,1.0
schepje,W,7,"['schep', 'je']",1,0.71,19.88,602.82,1.0
schepjes,W,8,"['schep', 'jes']",1,0.75,20.1,653.0,0.97
scheppen,W,8,"['schep', 'pen']",1,0.75,20.13,606.03,1.0
scheppend,W,9,"['schep', 'p', 'end']",2,0.67,27.02,650.41,1.0
schepper,W,8,"['schep', 'per']",1,0.75,21.25,644.03,0.97
scheppers,W,9,"['schep', 'pers']",1,0.78,19.91,658.26,0.92
schepping,W,9,"['schep', 'p', 'ing']",2,0.67,26.3,618.87,1.0
schepsel,W,8,"['schep', 'sel']",1,0.75,20.72,635.63,1.0
schepsels,W,9,"['schep', 'sel', 's']",2,0.67,26.7,642.03,1.0
schept,W,6,"['schep', 't']",1,0.67,17.72,619.86,1.0
schepte,W,7,"['schep', 'te']",1,0.71,19.02,678.71,0.95
scheren,W,7,"['scher', 'en']",1,0.71,18.48,610.08,0.97
scherf,W,6,"['sch', 'erf']",1,0.67,18.74,639.5,0.74
scherfjes,W,9,"['sch', 'erf', 'jes']",2,0.67,27.76,716.06,0.85
schering,W,8,"['scher', 'ing']",1,0.75,20.25,750.07,0.85
scherm,W,6,['scherm'],0,0.83,10.67,594.29,0.97
schermen,W,8,"['scherm', 'en']",1,0.75,16.89,576.35,0.95
schermpje,W,9,"['scherm', 'p', 'je']",2,0.67,26.7,623.33,1.0
schermpjes,W,10,"['scherm', 'p', 'jes']",2,0.7,26.92,661.5,0.97
scherp,W,6,['scherp'],0,0.83,11.7,535.41,1.0
scherpe,W,7,"['scherp', 'e']",1,0.71,17.91,635.46,0.92
scherper,W,8,"['scherp', 'er']",1,0.75,18.28,627.84,0.97
scherpste,W,9,"['scherp', 'ste']",1,0.78,20.66,616.78,0.97
scherpte,W,8,"['scherp', 'te']",1,0.75,19.64,639.64,1.0
scherpten,W,9,"['scherp', 'ten']",1,0.78,20.39,711.81,0.85
scherptes,W,9,"['scherp', 'te', 's']",2,0.67,25.63,708.11,0.95
scherts,W,7,"['sch', 'erts']",1,0.71,20.56,707.67,0.49
schertste,W,9,"['scher', 't', 'ste']",2,0.67,27.86,862.2,0.44
scherven,W,8,"['scher', 'ven']",1,0.75,22.05,611.03,1.0
scheten,W,7,"['schet', 'en']",1,0.71,18.95,645.88,0.92
schets,W,6,['schets'],0,0.83,12.14,577.28,1.0
schetsen,W,8,"['schets', 'en']",1,0.75,18.36,622.32,0.97
schetsjes,W,9,"['schets', 'jes']",1,0.78,21.16,760.89,0.72
schetst,W,7,"['schets', 't']",1,0.71,18.78,664.0,1.0
schetste,W,8,"['schets', 'te']",1,0.75,20.08,639.26,0.92
scheur,W,6,['scheur'],0,0.83,11.77,576.21,1.0
scheurde,W,8,"['scheur', 'de']",1,0.75,19.41,595.95,1.0
scheurden,W,9,"['scheur', 'den']",1,0.78,20.77,624.82,1.0
scheuren,W,8,"['scheur', 'en']",1,0.75,17.99,595.16,0.97
scheuring,W,9,"['scheur', 'ing']",1,0.78,19.77,707.94,0.56
scheurt,W,7,"['scheur', 't']",1,0.71,18.41,603.51,1.0
scheurtje,W,9,"['scheur', 'tje']",1,0.78,22.58,612.08,1.0
scheurtjes,W,10,"['scheur', 'tjes']",1,0.8,21.38,614.29,0.97
scheut,W,6,['scheut'],0,0.83,12.73,696.57,0.79
scheuten,W,8,"['scheut', 'en']",1,0.75,18.95,718.2,0.95
scheutje,W,8,"['scheut', 'je']",1,0.75,21.53,645.81,0.79
scheutjes,W,9,"['scheut', 'jes']",1,0.78,21.75,691.83,0.85
scheve,W,6,"['sche', 've']",1,0.67,20.12,646.34,0.92
scheven,W,7,"['sch', 'even']",1,0.71,18.62,622.93,0.74
schichtig,W,9,"['schi', 'chti', 'g']",2,0.67,30.26,788.05,0.62
schielijk,W,9,"['schie', 'lijk']",1,0.78,19.59,728.0,0.08
schiep,W,6,"['schie', 'p']",1,0.67,19.0,644.32,0.79
schiepen,W,8,"['schie', 'pen']",1,0.75,20.83,722.4,0.59
schier,W,6,"['schi', 'er']",1,0.67,18.52,638.05,0.59
schiet,W,6,['schiet'],0,0.83,11.12,574.19,0.95
schieten,W,8,"['schiet', 'en']",1,0.75,17.34,580.49,0.97
schijf,W,6,['schijf'],0,0.83,11.63,572.95,1.0
schijfje,W,8,"['schijf', 'je']",1,0.75,20.43,638.9,1.0
schijfjes,W,9,"['schijf', 'jes']",1,0.78,20.65,631.72,1.0
schijn,W,6,['schijn'],0,0.83,10.65,544.89,1.0
schijnbaar,W,10,"['schijn', 'baar']",1,0.8,19.54,597.61,1.0
schijnen,W,8,"['schijn', 'en']",1,0.75,16.87,656.19,1.0
schijnsel,W,9,"['schijn', 'sel']",1,0.78,20.29,641.0,0.9
schijnsels,W,10,"['schijn', 'sel', 's']",2,0.7,26.27,743.75,0.64
schijnt,W,7,"['schijn', 't']",1,0.71,17.29,584.71,0.97
schijntje,W,9,"['schijn', 'tje']",1,0.78,21.46,613.68,0.59
schijntjes,W,10,"['schijn', 'tjes']",1,0.8,20.25,699.75,0.62
schijt,W,6,['schijt'],0,0.83,12.14,664.61,0.95
schijven,W,8,"['sch', 'ijv', 'en']",2,0.62,25.91,629.92,0.92
schik,W,5,['schik'],0,0.8,11.94,708.63,0.82
schikken,W,8,"['schikk', 'en']",1,0.75,17.92,650.16,1.0
schikking,W,9,"['schikk', 'ing']",1,0.78,19.69,643.89,0.97
schikt,W,6,"['schik', 't']",1,0.67,18.58,633.61,0.92
schikte,W,7,"['schik', 'te']",1,0.71,19.88,642.0,0.95
schil,W,5,['schil'],0,0.8,11.94,593.05,0.95
schild,W,6,['schild'],0,0.83,11.45,548.64,1.0
schilden,W,8,"['schild', 'en']",1,0.75,17.67,646.28,0.9
schilder,W,8,['schilder'],0,0.88,11.08,537.16,1.0
schilders,W,9,"['schilder', 's']",1,0.78,17.06,574.5,0.97
schildert,W,9,"['schilder', 't']",1,0.78,17.72,627.34,1.0
schildklier,W,11,['schildklier'],0,0.91,12.73,615.34,0.92
schildpad,W,9,"['schild', 'pad']",1,0.78,21.24,550.68,1.0
schildwacht,W,11,"['schild', 'wacht']",1,0.82,20.28,678.12,0.82
schildwachts,W,12,"['schild', 'wacht', 's']",2,0.75,26.26,783.09,0.31
schillen,W,8,"['schil', 'len']",1,0.75,21.77,618.03,0.9
schiller,W,8,"['schi', 'ller']",1,0.75,22.64,691.56,0.49
schillers,W,9,"['schil', 'l', 'ers']",2,0.67,27.12,720.0,0.31
schim,W,5,"['sch', 'im']",1,0.6,18.71,649.35,0.87
schimmel,W,8,['schimmel'],0,0.88,12.26,604.84,0.97
schimmels,W,9,"['schimmel', 's']",1,0.78,18.24,590.41,1.0
schimmen,W,8,"['schimm', 'en']",1,0.75,18.25,628.5,0.92
schimmig,W,8,"['schimm', 'ig']",1,0.75,20.85,696.59,0.77
schip,W,5,['schip'],0,0.8,12.03,577.08,1.0
schipbreuk,W,10,"['schip', 'breuk']",1,0.8,21.95,670.54,1.0
schipper,W,8,"['schip', 'per']",1,0.75,22.21,588.55,1.0
schippers,W,9,"['schip', 'pers']",1,0.78,20.87,655.68,0.97
schisma,W,7,"['schi', 'sma']",1,0.71,23.0,810.88,0.23
schisma's,W,9,"['schi', 'sma', ""'s""]",2,0.67,33.3,759.5,0.21
schoeisel,W,9,"['scho', 'eis', 'el']",2,0.67,29.29,654.64,0.95
schoeisels,W,10,"['scho', 'eis', 'els']",2,0.7,32.46,696.71,0.92
schoen,W,6,['schoen'],0,0.83,12.26,538.05,0.97
schoenen,W,8,['schoenen'],0,0.88,11.39,524.66,0.97
schoentje,W,9,"['schoen', 'tje']",1,0.78,23.07,584.18,1.0
schoentjes,W,10,"['schoen', 'tjes']",1,0.8,21.86,552.69,0.97
schoffel,W,8,"['sch', 'off', 'el']",2,0.62,26.18,668.5,0.46
schoffels,W,9,"['sch', 'off', 'els']",2,0.67,29.34,714.25,0.46
schoft,W,6,['schoft'],0,0.83,12.95,651.51,1.0
schoften,W,8,"['schoft', 'en']",1,0.75,19.17,718.77,0.82
schok,W,5,['schok'],0,0.8,11.63,544.59,0.97
schokken,W,8,"['schok', 'ken']",1,0.75,20.97,637.17,0.95
schokkend,W,9,"['schok', 'k', 'end']",2,0.67,27.23,560.72,1.0
schokte,W,7,"['schok', 'te']",1,0.71,19.57,655.97,0.95
schokten,W,8,"['schok', 'ten']",1,0.75,20.32,661.11,0.92
schol,W,5,['schol'],0,0.8,11.2,690.07,0.69
schold,W,6,"['schol', 'd']",1,0.67,18.16,686.33,0.82
scholden,W,8,"['schol', 'den']",1,0.75,20.2,638.64,0.79
scholen,W,7,"['schol', 'en']",1,0.71,17.42,580.08,0.97
scholier,W,8,"['schol', 'ier']",1,0.75,22.13,632.0,0.92
scholing,W,8,"['schol', 'ing']",1,0.75,19.2,656.12,0.85
schollen,W,8,"['schol', 'len']",1,0.75,21.03,527.25,0.26
schommel,W,8,['schommel'],0,0.88,12.14,551.97,0.97
schommels,W,9,"['schommel', 's']",1,0.78,18.12,611.86,0.92
schone,W,6,"['schon', 'e']",1,0.67,18.35,583.39,0.97
schonen,W,7,"['schon', 'en']",1,0.71,18.36,701.58,0.69
schoner,W,7,"['schon', 'er']",1,0.71,18.73,654.57,0.95
schonk,W,6,"['schon', 'k']",1,0.67,19.02,627.03,0.82
schonken,W,8,"['schon', 'ken']",1,0.75,21.48,699.03,0.92
schoof,W,6,"['scho', 'of']",1,0.67,21.64,675.78,0.82
schooier,W,8,"['schooi', 'er']",1,0.75,19.54,723.88,0.82
schooiers,W,9,"['schooi', 'ers']",1,0.78,20.95,689.67,0.9
school,W,6,['school'],0,0.83,9.89,592.33,1.0
schoolbord,W,10,"['school', 'bord']",1,0.8,19.32,640.76,0.95
schooldag,W,9,"['school', 'dag']",1,0.78,18.37,565.36,0.92
schoolhoofd,W,11,"['school', 'hoofd']",1,0.82,17.89,636.92,0.97
schooljaar,W,10,"['school', 'jaar']",1,0.8,18.56,562.97,1.0
schoolkind,W,10,"['school', 'kind']",1,0.8,19.81,650.35,0.97
schoolplein,W,11,"['school', 'plein']",1,0.82,19.86,580.84,1.0
schools,W,7,"['school', 's']",1,0.71,15.88,610.09,0.9
schoolse,W,8,"['school', 'se']",1,0.75,18.35,651.33,0.95
schoolstrijd,W,12,"['school', 'strijd']",1,0.83,18.84,687.67,0.77
schooltas,W,9,"['school', 'tas']",1,0.78,20.82,635.71,0.97
schooltijd,W,10,"['school', 'tijd']",1,0.8,18.34,600.35,0.97
schooltje,W,9,"['school', 'tje']",1,0.78,20.7,627.8,0.92
schooltjes,W,10,"['school', 'tjes']",1,0.8,19.5,672.16,1.0
schoon,W,6,['schoon'],0,0.83,11.0,563.33,1.0
schoonbroer,W,11,"['schoon', 'broer']",1,0.82,21.3,585.47,1.0
schoonbroers,W,12,"['schoon', 'broer', 's']",2,0.75,27.29,657.03,1.0
schoonheid,W,10,"['schoon', 'heid']",1,0.8,20.23,584.59,1.0
schoonmaak,W,10,['schoonmaak'],0,0.9,11.85,600.85,1.0
schoonste,W,9,"['schoon', 'ste']",1,0.78,19.97,620.83,0.97
schoonzoon,W,10,"['schoon', 'zoon']",1,0.8,21.93,579.0,0.97
schoonzus,W,9,"['schoon', 'zus']",1,0.78,22.07,660.63,0.97
schoor,W,6,"['sch', 'oor']",1,0.67,17.9,788.46,0.62
schoorsteen,W,11,['schoorsteen'],0,0.91,12.55,611.26,1.0
schoot,W,6,['schoot'],0,0.83,11.77,622.97,1.0
schop,W,5,['schop'],0,0.8,11.56,565.56,0.92
schoppen,W,8,"['schop', 'pen']",1,0.75,20.62,579.16,1.0
schopte,W,7,"['schop', 'te']",1,0.71,19.51,583.97,1.0
schopten,W,8,"['schop', 'ten']",1,0.75,20.25,614.72,0.97
schor,W,5,['schor'],0,0.8,12.14,631.4,0.9
schorre,W,7,"['schor', 're']",1,0.71,19.59,661.76,0.79
schors,W,6,['schors'],0,0.83,12.03,616.03,0.95
schorsen,W,8,"['schors', 'en']",1,0.75,18.25,632.97,1.0
schorsing,W,9,"['schors', 'ing']",1,0.78,20.03,664.79,0.85
schort,W,6,"['schor', 't']",1,0.67,18.78,677.94,0.92
schorten,W,8,"['schor', 'ten']",1,0.75,20.83,751.55,0.85
schortte,W,8,"['schor', 'tte']",1,0.75,23.54,776.33,0.59
schot,W,5,['schot'],0,0.8,10.7,601.76,0.9
schotel,W,7,"['schot', 'el']",1,0.71,18.46,548.59,0.95
schotels,W,8,"['schot', 'els']",1,0.75,21.63,584.89,1.0
schoten,W,7,"['schot', 'en']",1,0.71,16.92,680.0,0.97
schotje,W,7,"['schot', 'je']",1,0.71,19.5,689.86,0.82
schotse,W,7,"['schot', 'se']",1,0.71,19.15,745.57,0.79
schotten,W,8,"['schot', 'ten']",1,0.75,19.39,702.71,0.87
schouder,W,8,['schouder'],0,0.88,12.39,545.62,1.0
schouders,W,9,"['schouder', 's']",1,0.78,18.38,593.44,1.0
schout,W,6,"['sch', 'out']",1,0.67,18.37,701.83,0.18
schouten,W,8,"['sch', 'out', 'en']",2,0.62,24.59,753.75,0.13
schouw,W,6,['schouw'],0,0.83,11.63,611.39,1.0
schouwburg,W,10,"['schouw', 'burg']",1,0.8,21.34,595.28,1.0
schouwen,W,8,"['schouw', 'en']",1,0.75,17.85,708.31,0.95
schouwspel,W,10,"['schouw', 'spel']",1,0.8,20.17,629.97,0.97
schouwtje,W,9,"['schouw', 'tje']",1,0.78,22.44,690.39,0.87
schouwtjes,W,10,"['schouw', 'tjes']",1,0.8,21.24,721.52,0.72
schoven,W,7,"['sch', 'oven']",1,0.71,20.38,696.38,0.87
schraal,W,7,"['sch', 'raal']",1,0.71,20.79,601.59,0.87
schraapte,W,9,"['sch', 'raap', 'te']",2,0.67,28.51,750.0,0.87
schraapten,W,10,"['sch', 'raap', 'ten']",2,0.7,29.25,760.41,0.79
schrale,W,7,"['schr', 'ale']",1,0.71,22.14,726.41,0.87
schram,W,6,"['sch', 'ram']",1,0.67,19.23,653.27,0.72
schrammen,W,9,"['sch', 'ramm', 'en']",2,0.67,27.29,667.32,0.95
schrander,W,9,"['schr', 'ander']",1,0.78,21.27,716.47,0.49
schrap,W,6,['schrap'],0,0.83,12.14,642.06,0.9
schrapen,W,8,"['schrap', 'en']",1,0.75,18.36,687.6,0.97
schrappen,W,9,"['schrap', 'pen']",1,0.78,21.2,585.08,0.97
