,Unnamed: 0,Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness
23360,23360,rollend,W,7,"['r', '##ol', '##len', '##d']",3,0.43
23361,23361,roller,W,6,"['r', '##ol', '##le', '##r']",3,0.33
23362,23362,rollers,W,7,"['r', '##ol', '##le', '##r', '##s']",4,0.29
23363,23363,rolluik,W,7,"['r', '##ol', '##l', '##ui', '##k']",4,0.29
23364,23364,rolschaats,W,10,"['r', '##ol', '##sch', '##aat', '##s']",4,0.5
23365,23365,rolstoel,W,8,"['r', '##ol', '##st', '##oel']",3,0.5
23366,23366,rolt,W,4,"['r', '##ol', '##t']",2,0.25
23367,23367,roltrap,W,7,"['r', '##ol', '##tra', '##p']",3,0.43
23368,23368,roman,W,5,"['r', '##om', '##an']",2,0.4
23369,23369,romans,W,6,"['r', '##om', '##an', '##s']",3,0.33
23370,23370,rome,W,4,"['r', '##om', '##e']",2,0.25
23371,23371,romeins,W,7,"['r', '##om', '##e', '##in', '##s']",4,0.29
23372,23372,romer,W,5,"['r', '##om', '##er']",2,0.4
23373,23373,romers,W,6,"['r', '##om', '##ers']",2,0.5
23374,23374,romig,W,5,"['r', '##om', '##ig']",2,0.4
23375,23375,rommel,W,6,"['r', '##om', '##me', '##l']",3,0.33
23376,23376,romp,W,4,"['r', '##om', '##p']",2,0.25
23377,23377,rompen,W,6,"['r', '##om', '##pen']",2,0.5
23378,23378,rompslomp,W,9,"['r', '##om', '##p', '##sl', '##om', '##p']",5,0.33
23379,23379,rond,W,4,['rond'],0,0.75
23380,23380,ronde,W,5,"['rond', '##e']",1,0.6
23381,23381,ronden,W,6,"['rond', '##en']",1,0.67
23382,23382,rondes,W,6,"['rond', '##es']",1,0.67
23383,23383,rondgang,W,8,"['rond', '##g', '##ang']",2,0.62
23384,23384,ronding,W,7,"['rond', '##ing']",1,0.71
23385,23385,rondje,W,6,"['rond', '##je']",1,0.67
23386,23386,rondjes,W,7,"['rond', '##jes']",1,0.71
23387,23387,rondo,W,5,"['rond', '##o']",1,0.6
23388,23388,rondo's,W,7,"['rond', '##o', ""'"", 's']",3,0.43
23389,23389,rondom,W,6,"['rond', '##om']",1,0.67
23390,23390,ronduit,W,7,"['rond', '##uit']",1,0.71
23391,23391,ronkend,W,7,"['r', '##on', '##kend']",2,0.57
23392,23392,rood,W,4,"['r', '##ood']",1,0.5
23393,23393,roodbaars,W,9,"['r', '##ood', '##baar', '##s']",3,0.56
23394,23394,roodbruin,W,9,"['r', '##ood', '##brui', '##n']",3,0.56
23395,23395,roodvonk,W,8,"['r', '##ood', '##v', '##on', '##k']",4,0.38
23396,23396,roof,W,4,"['r', '##oof']",1,0.5
23397,23397,roofdier,W,8,"['r', '##oof', '##d', '##ier']",3,0.5
23398,23398,roofmoord,W,9,"['r', '##oof', '##m', '##oord']",3,0.56
23399,23399,rooie,W,5,"['r', '##oo', '##ie']",2,0.4
23400,23400,rooien,W,6,"['r', '##oo', '##ien']",2,0.5
23401,23401,rook,W,4,"['r', '##oo', '##k']",2,0.25
23402,23402,rookpluim,W,9,"['r', '##oo', '##k', '##pl', '##uim']",4,0.44
23403,23403,rookt,W,5,"['r', '##oo', '##kt']",2,0.4
23404,23404,rookte,W,6,"['r', '##oo', '##kt', '##e']",3,0.33
23405,23405,rookten,W,7,"['r', '##oo', '##kt', '##en']",3,0.43
23406,23406,rookwolk,W,8,"['r', '##oo', '##k', '##w', '##ol', '##k']",5,0.25
23407,23407,room,W,4,"['r', '##oo', '##m']",2,0.25
23408,23408,rooms,W,5,"['r', '##oo', '##m', '##s']",3,0.2
23409,23409,roomse,W,6,"['r', '##oo', '##m', '##se']",3,0.33
23410,23410,roomsoes,W,8,"['r', '##oo', '##m', '##s', '##oe', '##s']",5,0.25
23411,23411,roos,W,4,"['r', '##oo', '##s']",2,0.25
23412,23412,roosje,W,6,"['r', '##oo', '##s', '##je']",3,0.33
23413,23413,roosjes,W,7,"['r', '##oo', '##s', '##jes']",3,0.43
23414,23414,rooster,W,7,"['r', '##oo', '##ster']",2,0.57
23415,23415,roosters,W,8,"['r', '##oo', '##ster', '##s']",3,0.5
23416,23416,ros,W,3,"['r', '##os']",1,0.33
23417,23417,rosbief,W,7,"['r', '##os', '##b', '##ief']",3,0.43
23418,23418,rosbiefs,W,8,"['r', '##os', '##b', '##ief', '##s']",4,0.38
23419,23419,rosse,W,5,"['r', '##os', '##se']",2,0.4
23420,23420,rossen,W,6,"['r', '##os', '##sen']",2,0.5
23421,23421,rossig,W,6,"['r', '##os', '##s', '##ig']",3,0.33
23422,23422,rot,W,3,"['r', '##ot']",1,0.33
23423,23423,rotor,W,5,"['r', '##ot', '##or']",2,0.4
23424,23424,rotors,W,6,"['r', '##ot', '##or', '##s']",3,0.33
23425,23425,rots,W,4,"['r', '##ot', '##s']",2,0.25
23426,23426,rotsblok,W,8,"['r', '##ot', '##s', '##bl', '##ok']",4,0.38
23427,23427,rotsen,W,6,"['r', '##ot', '##sen']",2,0.5
23428,23428,rotsjes,W,7,"['r', '##ot', '##s', '##jes']",3,0.43
23429,23429,rotsvast,W,8,"['r', '##ot', '##s', '##v', '##ast']",4,0.38
23430,23430,rotswand,W,8,"['r', '##ot', '##s', '##w', '##and']",4,0.38
23431,23431,rotte,W,5,"['r', '##ot', '##te']",2,0.4
23432,23432,rotten,W,6,"['r', '##ot', '##ten']",2,0.5
23433,23433,rottend,W,7,"['r', '##ot', '##ten', '##d']",3,0.43
23434,23434,rotting,W,7,"['r', '##ot', '##t', '##ing']",3,0.43
23435,23435,rotzak,W,6,"['r', '##ot', '##z', '##ak']",3,0.33
23436,23436,rotzooi,W,7,"['r', '##ot', '##z', '##oo', '##i']",4,0.29
23437,23437,rouge,W,5,"['r', '##ou', '##ge']",2,0.4
23438,23438,route,W,5,"['r', '##ou', '##te']",2,0.4
23439,23439,routen,W,6,"['r', '##ou', '##ten']",2,0.5
23440,23440,routes,W,6,"['r', '##ou', '##te', '##s']",3,0.33
23441,23441,rouw,W,4,"['r', '##ouw']",1,0.5
23442,23442,roven,W,5,"['r', '##ov', '##en']",2,0.4
23443,23443,rover,W,5,"['r', '##ov', '##er']",2,0.4
23444,23444,rovers,W,6,"['r', '##ov', '##ers']",2,0.5
23445,23445,royaal,W,6,"['r', '##o', '##y', '##aal']",3,0.33
23446,23446,roze,W,4,"['r', '##o', '##ze']",2,0.25
23447,23447,rozen,W,5,"['r', '##o', '##zen']",2,0.4
23448,23448,rozet,W,5,"['r', '##o', '##zet']",2,0.4
23449,23449,rozig,W,5,"['r', '##o', '##z', '##ig']",3,0.2
23450,23450,rozijn,W,6,"['r', '##o', '##z', '##ijn']",3,0.33
23451,23451,rubber,W,6,"['r', '##ub', '##ber']",2,0.5
23452,23452,rubbers,W,7,"['r', '##ub', '##ber', '##s']",3,0.43
23453,23453,rubriek,W,7,"['r', '##ub', '##r', '##iek']",3,0.43
23454,23454,rug,W,3,"['r', '##ug']",1,0.33
23455,23455,rugby,W,5,"['r', '##ug', '##b', '##y']",3,0.2
23456,23456,ruggen,W,6,"['r', '##ug', '##gen']",2,0.5
23457,23457,rugje,W,5,"['r', '##ug', '##je']",2,0.4
23458,23458,rugjes,W,6,"['r', '##ug', '##jes']",2,0.5
23459,23459,rugpijn,W,7,"['r', '##ug', '##p', '##ijn']",3,0.43
23460,23460,rugzak,W,6,"['r', '##ug', '##z', '##ak']",3,0.33
23461,23461,ruig,W,4,"['r', '##ui', '##g']",2,0.25
23462,23462,ruige,W,5,"['r', '##ui', '##ge']",2,0.4
23463,23463,ruik,W,4,"['r', '##ui', '##k']",2,0.25
23464,23464,ruiken,W,6,"['r', '##ui', '##ken']",2,0.5
23465,23465,ruikt,W,5,"['r', '##ui', '##kt']",2,0.4
23466,23466,ruil,W,4,"['r', '##ui', '##l']",2,0.25
23467,23467,ruilden,W,7,"['r', '##ui', '##l', '##den']",3,0.43
23468,23468,ruilen,W,6,"['r', '##ui', '##len']",2,0.5
23469,23469,ruiltje,W,7,"['r', '##ui', '##l', '##t', '##je']",4,0.29
23470,23470,ruim,W,4,"['r', '##uim']",1,0.5
23471,23471,ruimde,W,6,"['r', '##uim', '##de']",2,0.5
23472,23472,ruime,W,5,"['r', '##uim', '##e']",2,0.4
23473,23473,ruimen,W,6,"['r', '##uim', '##en']",2,0.5
23474,23474,ruimer,W,6,"['r', '##uim', '##er']",2,0.5
23475,23475,ruimschoots,W,11,"['r', '##uim', '##sch', '##oot', '##s']",4,0.55
23476,23476,ruimste,W,7,"['r', '##uim', '##ste']",2,0.57
23477,23477,ruimte,W,6,"['r', '##uim', '##te']",2,0.5
23478,23478,ruimten,W,7,"['r', '##uim', '##ten']",2,0.57
23479,23479,ruimtes,W,7,"['r', '##uim', '##te', '##s']",3,0.43
23480,23480,ruin,W,4,"['r', '##ui', '##n']",2,0.25
23481,23481,ruinen,W,6,"['r', '##ui', '##nen']",2,0.5
23482,23482,ruis,W,4,"['r', '##uis']",1,0.5
23483,23483,ruisen,W,6,"['r', '##uis', '##en']",2,0.5
23484,23484,ruisend,W,7,"['r', '##uis', '##en', '##d']",3,0.43
23485,23485,ruiste,W,6,"['r', '##uis', '##te']",2,0.5
23486,23486,ruit,W,4,"['r', '##uit']",1,0.5
23487,23487,ruiten,W,6,"['r', '##uiten']",1,0.67
23488,23488,ruiter,W,6,"['r', '##uit', '##er']",2,0.5
23489,23489,ruiters,W,7,"['r', '##uit', '##ers']",2,0.57
23490,23490,ruitje,W,6,"['r', '##uit', '##je']",2,0.5
23491,23491,ruitjes,W,7,"['r', '##uit', '##jes']",2,0.57
23492,23492,ruizen,W,6,"['r', '##ui', '##zen']",2,0.5
23493,23493,ruk,W,3,"['r', '##uk']",1,0.33
23494,23494,rukjes,W,6,"['r', '##uk', '##jes']",2,0.5
23495,23495,rukken,W,6,"['r', '##uk', '##ken']",2,0.5
23496,23496,rukt,W,4,"['r', '##uk', '##t']",2,0.25
23497,23497,rukte,W,5,"['r', '##uk', '##te']",2,0.4
23498,23498,rukten,W,6,"['r', '##uk', '##ten']",2,0.5
23499,23499,rukwind,W,7,"['r', '##uk', '##w', '##ind']",3,0.43
23500,23500,rulle,W,5,"['r', '##ul', '##le']",2,0.4
23501,23501,rum,W,3,"['r', '##um']",1,0.33
23502,23502,rumoer,W,6,"['r', '##um', '##oer']",2,0.5
23503,23503,run,W,3,"['r', '##un']",1,0.33
23504,23504,rund,W,4,"['r', '##un', '##d']",2,0.25
23505,23505,rundje,W,6,"['r', '##un', '##d', '##je']",3,0.33
23506,23506,rundjes,W,7,"['r', '##un', '##d', '##jes']",3,0.43
23507,23507,rundvee,W,7,"['r', '##un', '##d', '##ve', '##e']",4,0.29
23508,23508,rundvlees,W,9,"['r', '##un', '##d', '##v', '##le', '##es']",5,0.33
23509,23509,runs,W,4,"['r', '##un', '##s']",2,0.25
23510,23510,rups,W,4,"['r', '##u', '##p', '##s']",3,0.0
23511,23511,rupsen,W,6,"['r', '##u', '##p', '##sen']",3,0.33
23512,23512,rus,W,3,"['r', '##us']",1,0.33
23513,23513,russen,W,6,"['r', '##ussen']",1,0.67
23514,23514,russisch,W,8,"['r', '##us', '##s', '##isch']",3,0.5
23515,23515,rust,W,4,"['r', '##ust']",1,0.5
23516,23516,rustbank,W,8,"['r', '##ust', '##b', '##ank']",3,0.5
23517,23517,rustdag,W,7,"['r', '##ust', '##dag']",2,0.57
23518,23518,rusten,W,6,"['r', '##ust', '##en']",2,0.5
23519,23519,rusthuis,W,8,"['r', '##ust', '##huis']",2,0.62
23520,23520,rustig,W,6,"['r', '##ust', '##ig']",2,0.5
23521,23521,rustplaats,W,10,"['r', '##ust', '##pl', '##aat', '##s']",4,0.5
23522,23522,rustte,W,6,"['r', '##ust', '##te']",2,0.5
23523,23523,rustten,W,7,"['r', '##ust', '##ten']",2,0.57
23524,23524,ruw,W,3,"['r', '##uw']",1,0.33
23525,23525,ruwe,W,4,"['r', '##uw', '##e']",2,0.25
23526,23526,ruwer,W,5,"['r', '##uw', '##er']",2,0.4
23527,23527,ruwheid,W,7,"['r', '##uw', '##heid']",2,0.57
23528,23528,ruwweg,W,6,"['r', '##uw', '##we', '##g']",3,0.33
23529,23529,ruzie,W,5,"['r', '##u', '##z', '##ie']",3,0.2
23530,23530,ruzies,W,6,"['r', '##u', '##z', '##ies']",3,0.33
23531,23531,saai,W,4,"['s', '##aa', '##i']",2,0.25
23532,23532,saaie,W,5,"['s', '##aa', '##ie']",2,0.4
23533,23533,sabbat,W,6,"['s', '##ab', '##b', '##at']",3,0.33
23534,23534,sabel,W,5,"['s', '##ab', '##el']",2,0.4
23535,23535,sabels,W,6,"['s', '##ab', '##els']",2,0.5
23536,23536,sadist,W,6,"['s', '##ad', '##ist']",2,0.5
23537,23537,safe,W,4,"['s', '##af', '##e']",2,0.25
23538,23538,safes,W,5,"['s', '##af', '##es']",2,0.4
23539,23539,saffier,W,7,"['s', '##af', '##f', '##ier']",3,0.43
23540,23540,saffraan,W,8,"['s', '##af', '##f', '##ra', '##an']",4,0.38
23541,23541,sage,W,4,"['s', '##ag', '##e']",2,0.25
23542,23542,sagen,W,5,"['s', '##agen']",1,0.6
23543,23543,sages,W,5,"['s', '##ag', '##es']",2,0.4
23544,23544,saks,W,4,"['s', '##ak', '##s']",2,0.25
23545,23545,saksen,W,6,"['s', '##ak', '##sen']",2,0.5
23546,23546,saldi,W,5,"['s', '##al', '##d', '##i']",3,0.2
23547,23547,saldo,W,5,"['s', '##al', '##d', '##o']",3,0.2
23548,23548,saldo's,W,7,"['s', '##al', '##d', '##o', ""'"", 's']",5,0.14
23549,23549,salie,W,5,"['s', '##al', '##ie']",2,0.4
23550,23550,salon,W,5,"['s', '##al', '##on']",2,0.4
23551,23551,salons,W,6,"['s', '##al', '##on', '##s']",3,0.33
23552,23552,salsa,W,5,"['s', '##als', '##a']",2,0.4
23553,23553,saluut,W,6,"['s', '##al', '##u', '##ut']",3,0.33
23554,23554,salvo,W,5,"['s', '##al', '##v', '##o']",3,0.2
23555,23555,salvo's,W,7,"['s', '##al', '##v', '##o', ""'"", 's']",5,0.14
23556,23556,sambal,W,6,"['s', '##am', '##b', '##al']",3,0.33
23557,23557,sambals,W,7,"['s', '##am', '##b', '##als']",3,0.43
23558,23558,same,W,4,"['s', '##am', '##e']",2,0.25
23559,23559,samen,W,5,['samen'],0,0.8
23560,23560,sanctie,W,7,"['s', '##anc', '##t', '##ie']",3,0.43
23561,23561,sancties,W,8,"['s', '##anc', '##t', '##ies']",3,0.5
23562,23562,sandaal,W,7,"['s', '##and', '##aal']",2,0.57
23563,23563,sandwich,W,8,"['s', '##and', '##w', '##ich']",3,0.5
23564,23564,santos,W,6,"['s', '##ant', '##os']",2,0.5
23565,23565,sap,W,3,"['s', '##ap']",1,0.33
23566,23566,sappen,W,6,"['s', '##ap', '##pen']",2,0.5
23567,23567,sappig,W,6,"['s', '##ap', '##p', '##ig']",3,0.33
23568,23568,sarong,W,6,"['s', '##ar', '##ong']",2,0.5
23569,23569,sarongs,W,7,"['s', '##ar', '##ong', '##s']",3,0.43
23570,23570,satan,W,5,"['s', '##at', '##an']",2,0.4
23571,23571,satans,W,6,"['s', '##at', '##an', '##s']",3,0.33
23572,23572,satijn,W,6,"['s', '##at', '##ijn']",2,0.5
23573,23573,satraap,W,7,"['s', '##at', '##ra', '##ap']",3,0.43
23574,23574,sauna,W,5,"['s', '##a', '##un', '##a']",3,0.2
23575,23575,sauna's,W,7,"['s', '##a', '##un', '##a', ""'"", 's']",5,0.14
23576,23576,saus,W,4,"['s', '##a', '##us']",2,0.25
23577,23577,sausen,W,6,"['s', '##a', '##us', '##en']",3,0.33
23578,23578,sausje,W,6,"['s', '##a', '##us', '##je']",3,0.33
23579,23579,sausjes,W,7,"['s', '##a', '##us', '##jes']",3,0.43
23580,23580,sauzen,W,6,"['s', '##a', '##u', '##zen']",3,0.33
23581,23581,savooi,W,6,"['s', '##av', '##oo', '##i']",3,0.33
23582,23582,sax,W,3,"['s', '##a', '##x']",2,0.0
23583,23583,saxen,W,5,"['s', '##a', '##x', '##en']",3,0.2
23584,23584,scala,W,5,"['s', '##c', '##al', '##a']",3,0.2
23585,23585,scala's,W,7,"['s', '##c', '##al', '##a', ""'"", 's']",5,0.14
23586,23586,scalp,W,5,"['s', '##c', '##al', '##p']",3,0.2
23587,23587,scalpen,W,7,"['s', '##c', '##al', '##pen']",3,0.43
23588,23588,scanner,W,7,"['s', '##c', '##an', '##ne', '##r']",4,0.29
23589,23589,scanners,W,8,"['s', '##c', '##an', '##ne', '##r', '##s']",5,0.25
23590,23590,scene,W,5,"['s', '##c', '##en', '##e']",3,0.2
23591,23591,scène,W,5,"['s', '##c', '##è', '##ne']",3,0.2
23592,23592,scènes,W,6,"['s', '##c', '##è', '##ne', '##s']",4,0.17
23593,23593,scepsis,W,7,"['s', '##c', '##e', '##p', '##s', '##is']",5,0.14
23594,23594,scepter,W,7,"['s', '##c', '##e', '##pt', '##er']",4,0.29
23595,23595,scepters,W,8,"['s', '##c', '##e', '##pt', '##ers']",4,0.38
23596,23596,sceptisch,W,9,"['s', '##c', '##e', '##pt', '##isch']",4,0.44
23597,23597,schaaf,W,6,"['sch', '##aa', '##f']",2,0.5
23598,23598,schaak,W,6,"['sch', '##aak']",1,0.67
23599,23599,schaakbord,W,10,"['sch', '##aak', '##b', '##or', '##d']",4,0.5
23600,23600,schaakspel,W,10,"['sch', '##aak', '##sp', '##el']",3,0.6
23601,23601,schaal,W,6,"['sch', '##aal']",1,0.67
23602,23602,schaaltje,W,9,"['sch', '##aal', '##t', '##je']",3,0.56
23603,23603,schaaltjes,W,10,"['sch', '##aal', '##t', '##jes']",3,0.6
23604,23604,schaam,W,6,"['sch', '##aam']",1,0.67
23605,23605,schaamde,W,8,"['sch', '##aam', '##de']",2,0.62
23606,23606,schaamhaar,W,10,"['sch', '##aam', '##h', '##aar']",3,0.6
23607,23607,schaamt,W,7,"['sch', '##aam', '##t']",2,0.57
23608,23608,schaamte,W,8,"['sch', '##aam', '##te']",2,0.62
23609,23609,schaap,W,6,"['sch', '##aa', '##p']",2,0.5
23610,23610,schaapje,W,8,"['sch', '##aa', '##p', '##je']",3,0.5
23611,23611,schaapjes,W,9,"['sch', '##aa', '##p', '##jes']",3,0.56
23612,23612,schaar,W,6,"['sch', '##aar']",1,0.67
23613,23613,schaarde,W,8,"['sch', '##aar', '##de']",2,0.62
23614,23614,schaars,W,7,"['sch', '##aar', '##s']",2,0.57
23615,23615,schaarse,W,8,"['sch', '##aar', '##se']",2,0.62
23616,23616,schaarser,W,9,"['sch', '##aar', '##se', '##r']",3,0.56
23617,23617,schaarste,W,9,"['sch', '##aar', '##ste']",2,0.67
23618,23618,schaartje,W,9,"['sch', '##aar', '##t', '##je']",3,0.56
23619,23619,schaartjes,W,10,"['sch', '##aar', '##t', '##jes']",3,0.6
23620,23620,schaats,W,7,"['sch', '##aat', '##s']",2,0.57
23621,23621,schaatsen,W,9,"['sch', '##aat', '##sen']",2,0.67
23622,23622,schacht,W,7,"['sch', '##acht']",1,0.71
23623,23623,schachten,W,9,"['sch', '##acht', '##en']",2,0.67
23624,23624,schade,W,6,"['sch', '##ad', '##e']",2,0.5
23625,23625,schaden,W,7,"['sch', '##ad', '##en']",2,0.57
23626,23626,schaduw,W,7,"['sch', '##ad', '##uw']",2,0.57
23627,23627,schaffen,W,8,"['sch', '##af', '##f', '##en']",3,0.5
23628,23628,schaft,W,6,"['sch', '##af', '##t']",2,0.5
23629,23629,schaften,W,8,"['sch', '##af', '##ten']",2,0.62
23630,23630,schakel,W,7,"['sch', '##ak', '##el']",2,0.57
23631,23631,schakels,W,8,"['sch', '##ak', '##els']",2,0.62
23632,23632,schakelt,W,8,"['sch', '##ak', '##elt']",2,0.62
23633,23633,schaken,W,7,"['sch', '##ak', '##en']",2,0.57
23634,23634,schalde,W,7,"['sch', '##al', '##de']",2,0.57
23635,23635,schalen,W,7,"['sch', '##alen']",1,0.71
23636,23636,schalks,W,7,"['sch', '##al', '##k', '##s']",3,0.43
23637,23637,schamel,W,7,"['sch', '##am', '##el']",2,0.57
23638,23638,schamen,W,7,"['sch', '##amen']",1,0.71
23639,23639,schamper,W,8,"['sch', '##amp', '##er']",2,0.62
23640,23640,schandaal,W,9,"['sch', '##and', '##aal']",2,0.67
23641,23641,schande,W,7,"['sch', '##and', '##e']",2,0.57
23642,23642,schap,W,5,"['sch', '##ap']",1,0.6
23643,23643,schapen,W,7,"['sch', '##ap', '##en']",2,0.57
23644,23644,schaper,W,7,"['sch', '##ap', '##er']",2,0.57
23645,23645,schapers,W,8,"['sch', '##ap', '##ers']",2,0.62
23646,23646,schappen,W,8,"['sch', '##ap', '##pen']",2,0.62
23647,23647,schare,W,6,"['sch', '##are']",1,0.67
23648,23648,scharen,W,7,"['sch', '##aren']",1,0.71
23649,23649,scharnier,W,9,"['sch', '##ar', '##n', '##ier']",3,0.56
23650,23650,schat,W,5,"['sch', '##at']",1,0.6
23651,23651,schatje,W,7,"['sch', '##at', '##je']",2,0.57
23652,23652,schatjes,W,8,"['sch', '##at', '##jes']",2,0.62
23653,23653,schatkist,W,9,"['sch', '##at', '##k', '##ist']",3,0.56
23654,23654,schatrijk,W,9,"['sch', '##at', '##rijk']",2,0.67
23655,23655,schatte,W,7,"['sch', '##at', '##te']",2,0.57
23656,23656,schatten,W,8,"['sch', '##at', '##ten']",2,0.62
23657,23657,schattig,W,8,"['sch', '##at', '##t', '##ig']",3,0.5
23658,23658,schatting,W,9,"['sch', '##at', '##t', '##ing']",3,0.56
23659,23659,schaven,W,7,"['sch', '##av', '##en']",2,0.57
23660,23660,schavot,W,7,"['sch', '##av', '##ot']",2,0.57
23661,23661,schede,W,6,"['sch', '##ed', '##e']",2,0.5
23662,23662,schedel,W,7,"['sch', '##ed', '##el']",2,0.57
23663,23663,schedels,W,8,"['sch', '##ed', '##els']",2,0.62
23664,23664,scheden,W,7,"['sch', '##ed', '##en']",2,0.57
23665,23665,schedes,W,7,"['sch', '##ed', '##es']",2,0.57
23666,23666,scheef,W,6,"['sch', '##ee', '##f']",2,0.5
23667,23667,scheel,W,6,"['sch', '##eel']",1,0.67
23668,23668,scheelde,W,8,"['sch', '##eel', '##de']",2,0.62
23669,23669,scheelt,W,7,"['sch', '##eel', '##t']",2,0.57
23670,23670,scheen,W,6,"['sch', '##een']",1,0.67
23671,23671,scheenbeen,W,10,"['sch', '##een', '##be', '##en']",3,0.6
23672,23672,scheentje,W,9,"['sch', '##een', '##t', '##je']",3,0.56
23673,23673,scheepje,W,8,"['sch', '##ee', '##p', '##je']",3,0.5
23674,23674,scheepjes,W,9,"['sch', '##ee', '##p', '##jes']",3,0.56
23675,23675,scheepsbouw,W,11,"['sch', '##ee', '##p', '##s', '##b', '##ouw']",5,0.45
23676,23676,scheepvaart,W,11,"['sch', '##ee', '##p', '##v', '##aar', '##t']",5,0.45
23677,23677,scheer,W,6,"['sch', '##eer']",1,0.67
23678,23678,scheerde,W,8,"['sch', '##eerde']",1,0.75
23679,23679,scheerden,W,9,"['sch', '##eerde', '##n']",2,0.67
23680,23680,scheermes,W,9,"['sch', '##eer', '##me', '##s']",3,0.56
23681,23681,scheet,W,6,"['sch', '##ee', '##t']",2,0.5
23682,23682,schei,W,5,"['sch', '##e', '##i']",2,0.4
23683,23683,scheidde,W,8,"['sch', '##e', '##idd', '##e']",3,0.5
23684,23684,scheidden,W,9,"['sch', '##e', '##idd', '##en']",3,0.56
23685,23685,scheiden,W,8,"['sch', '##e', '##iden']",2,0.62
23686,23686,scheiding,W,9,"['sch', '##e', '##id', '##ing']",3,0.56
23687,23687,scheidslijn,W,11,"['sch', '##e', '##id', '##sl', '##ijn']",4,0.55
23688,23688,scheidt,W,7,"['sch', '##e', '##id', '##t']",3,0.43
23689,23689,scheien,W,7,"['sch', '##e', '##ien']",2,0.57
23690,23690,schel,W,5,"['sch', '##el']",1,0.6
23691,23691,schelden,W,8,"['sch', '##eld', '##en']",2,0.62
23692,23692,scheldwoord,W,11,"['sch', '##eld', '##w', '##oord']",3,0.64
23693,23693,schele,W,6,"['sch', '##ele']",1,0.67
23694,23694,schelen,W,7,"['sch', '##elen']",1,0.71
23695,23695,schelle,W,7,"['sch', '##ell', '##e']",2,0.57
23696,23696,schelp,W,6,"['sch', '##el', '##p']",2,0.5
23697,23697,schelpen,W,8,"['sch', '##el', '##pen']",2,0.62
23698,23698,schelvis,W,8,"['sch', '##el', '##v', '##is']",3,0.5
23699,23699,schema,W,6,"['sch', '##em', '##a']",2,0.5
23700,23700,schema's,W,8,"['sch', '##em', '##a', ""'"", 's']",4,0.38
23701,23701,schemer,W,7,"['sch', '##em', '##er']",2,0.57
23702,23702,schending,W,9,"['sch', '##en', '##d', '##ing']",3,0.56
23703,23703,schenen,W,7,"['sch', '##en', '##en']",2,0.57
23704,23704,schenk,W,6,"['sch', '##en', '##k']",2,0.5
23705,23705,schenken,W,8,"['sch', '##en', '##ken']",2,0.62
23706,23706,schenking,W,9,"['sch', '##en', '##k', '##ing']",3,0.56
23707,23707,schenkt,W,7,"['sch', '##en', '##kt']",2,0.57
23708,23708,schep,W,5,"['sch', '##e', '##p']",2,0.4
23709,23709,schepen,W,7,"['sch', '##e', '##pen']",2,0.57
23710,23710,schepje,W,7,"['sch', '##e', '##p', '##je']",3,0.43
23711,23711,schepjes,W,8,"['sch', '##e', '##p', '##jes']",3,0.5
23712,23712,scheppen,W,8,"['sch', '##e', '##pp', '##en']",3,0.5
23713,23713,scheppend,W,9,"['sch', '##e', '##pp', '##en', '##d']",4,0.44
23714,23714,schepper,W,8,"['sch', '##e', '##pp', '##er']",3,0.5
23715,23715,scheppers,W,9,"['sch', '##e', '##pp', '##ers']",3,0.56
23716,23716,schepping,W,9,"['sch', '##e', '##pp', '##ing']",3,0.56
23717,23717,schepsel,W,8,"['sch', '##e', '##p', '##se', '##l']",4,0.38
23718,23718,schepsels,W,9,"['sch', '##e', '##p', '##se', '##l', '##s']",5,0.33
23719,23719,schept,W,6,"['sch', '##e', '##pt']",2,0.5
23720,23720,schepte,W,7,"['sch', '##e', '##pt', '##e']",3,0.43
23721,23721,scheren,W,7,"['sch', '##eren']",1,0.71
23722,23722,scherf,W,6,"['sch', '##er', '##f']",2,0.5
23723,23723,scherfjes,W,9,"['sch', '##er', '##f', '##jes']",3,0.56
23724,23724,schering,W,8,"['sch', '##er', '##ing']",2,0.62
23725,23725,scherm,W,6,"['sch', '##er', '##m']",2,0.5
23726,23726,schermen,W,8,"['sch', '##er', '##men']",2,0.62
23727,23727,schermpje,W,9,"['sch', '##er', '##mp', '##je']",3,0.56
23728,23728,schermpjes,W,10,"['sch', '##er', '##mp', '##jes']",3,0.6
23729,23729,scherp,W,6,"['sch', '##er', '##p']",2,0.5
23730,23730,scherpe,W,7,"['sch', '##er', '##p', '##e']",3,0.43
23731,23731,scherper,W,8,"['sch', '##er', '##per']",2,0.62
23732,23732,scherpste,W,9,"['sch', '##er', '##p', '##ste']",3,0.56
23733,23733,scherpte,W,8,"['sch', '##er', '##pt', '##e']",3,0.5
23734,23734,scherpten,W,9,"['sch', '##er', '##pt', '##en']",3,0.56
23735,23735,scherptes,W,9,"['sch', '##er', '##pt', '##es']",3,0.56
23736,23736,scherts,W,7,"['sch', '##er', '##t', '##s']",3,0.43
23737,23737,schertste,W,9,"['sch', '##er', '##t', '##ste']",3,0.56
23738,23738,scherven,W,8,"['sch', '##er', '##ven']",2,0.62
23739,23739,scheten,W,7,"['sch', '##eten']",1,0.71
23740,23740,schets,W,6,"['sch', '##ets']",1,0.67
23741,23741,schetsen,W,8,"['sch', '##ets', '##en']",2,0.62
